hospital_name,doctor_name,total_revenue,doctor_rank
"Group Randolph","Rachel Johnson DVM",33614.21,1
"Group Randolph","Erica Massey",5248.38,2
"Group Rasmussen","Kyle Berry",41489.38,1
"Group Ray","Justin Mays",12826.09,1
"Group Raymond","Sara Nichols",64520.14,1
"Group Reed","Gary Sanchez",70575.56,1
"Group Reed","Thomas Hernandez",40296.27,2
"Group Reed","Rachel Foster",37958.42,3
"Group Reid","Jill Snyder",50362.71,1
"Group Reilly","Jose Simon",14475.61,1
"Group Reilly","Carrie Payne",3659.58,2
"Group Reyes","Rhonda Ball",35024.28,1
"Group Reyes","Kristen Gardner",14335.10,2
"Group Reyes","April Whitehead",12297.67,3
"Group Reynolds","Dr. Carl Howard",29559.43,1
"Group Rhodes","Barry Smith",45532.24,1
"Group Rhodes","Michael Simpson",33710.48,2
"Group Rice","Christopher Torres",12650.87,1
"Group Richards","Lucas Leach",32378.74,1
"Group Richardson","Jerry Osborne",45481.46,1
"Group Richardson","Susan Andersen",27859.46,2
"Group Richardson","Amy Perez",20394.88,3
"Group Riley","Brandon Herman",3133.31,1
"Group Rivera","Brian Holmes",44075.25,1
"Group Rivera","Wanda Underwood",37598.86,2
"Group Robbins","Donald May",18063.14,1
"Group Robbins","Jonathon Galvan",10649.33,2
"Group Roberts","Nicole Moses",43022.49,1
"Group Roberts","Lindsay Singleton",25483.52,2
"Group Roberts","Stephanie Cisneros",23670.49,3
"Group Robinson","Mark Evans",27359.51,1
"Group Robinson","Courtney Garcia",26037.85,2
"Group Robinson","Lisa Hammond",2955.56,3
"Group Robles","Daniel Smith",36698.51,1
"Group Rocha","Mrs. Megan Harris",16935.00,1
"Group Rodgers","Scott Adkins",12725.36,1
"Group Rodriguez","Ronald Lutz",83579.30,1
"Group Rodriguez","Lisa Bruce",54495.54,2
"Group Rodriguez","Amanda Beck",42746.88,3
"Group Roman","David Young",14239.49,1
"Group Rosales","Scott Wilson",25935.21,1
"Group Rose","Lee Glover",43702.25,1
"Group Ross","Joseph Bell",47938.24,1
"Group Ross","Carrie Gordon",20425.98,2
"Group Ross","Timothy Zamora",16905.47,3
"Group Roth","Barbara Brown",33926.99,1
"Group Rowland","Stacey Irwin",47386.50,1
"Group Russell","William Smith",42378.92,1
"Group Russell","Thomas Johnson",17810.35,2
"Group Russell","Megan Jackson",17608.42,3
"Group Salazar","James Bailey",86709.42,1
"Group Salazar","Jeffery Morrison",43213.82,2
"Group Sanchez","Shelly Griffith",37170.71,1
"Group Sanchez","Connor Page",25103.36,2
"Group Sanchez","Madeline Robinson",20583.66,3
"Group Sanders","Jessica Gordon",32309.18,1
"Group Sanders","Jonathan Rivera",7434.42,2
"Group Sandoval","David King",45160.44,1
"Group Sandoval","Kelly Davis",32338.71,2
"Group Sandoval","John Taylor",9367.02,3
"Group Santana","Laura Gonzalez",29782.58,1
"Group Santana","Tammy Davis",26975.40,2
"Group Santana","Tyler Cochran",24017.61,3
"Group Santos","Julie Ramirez",29333.81,1
"Group Santos","Carlos Joseph",3879.52,2
"Group Saunders","Christopher Ballard",44038.84,1
"Group Saunders","Henry Stewart",13267.50,2
"Group Savage","Shane Taylor",41189.73,1
"Group Sawyer","Shawn King",40672.67,1
"Group Schmidt","Dana Harris",42678.19,1
"Group Schmidt","Angela Harmon",29613.19,2
"Group Schneider","Colton Ross",84033.52,1
"Group Schneider","Richard Rodgers",25685.63,2
"Group Schneider","Teresa Tucker",7421.18,3
"Group Schroeder","Ms. Megan Jones MD",41592.00,1
"Group Schultz","Michelle Ball",4169.22,1
"Group Schultz","Norma Kim MD",3040.86,2
"Group Schwartz","Cynthia Schmidt",34493.18,1
"Group Schwartz","Tara Mendez",24668.20,2
"Group Scott","Benjamin Mathis",38819.19,1
"Group Scott","Miss Erin Moore",35784.96,2
"Group Scott","Thomas Anderson",33374.55,3
"Group Sellers","Curtis Gonzalez",13276.70,1
"Group Serrano","Veronica Kennedy",18794.65,1
"Group Serrano","Kristin Cook",9144.75,2
"Group Sharp","Brian Thomas",34635.09,1
"Group Shaw","Bryan Anderson",33437.20,1
"Group Shaw","Richard Brown",23299.63,2
"Group Simmons","Donna Fowler",41313.21,1
"Group Simmons","Kelsey Curry",25029.52,2
"Group Simon","Travis Bradley",4928.49,1
"Group Simpson","Cesar Dean",51006.83,1
"Group Simpson","Patrick Best",44075.49,2
"Group Simpson","Sean Jimenez",42292.10,3
"Group Singh","Julia Scott",20247.81,1
"Group Singh","Dana Byrd",7706.69,2
"Group Singh","Matthew Reyes",4165.58,3
"Group Singleton","Casey Olson",9607.71,1
"Group Sloan","Jessica Allison",49100.19,1
"Group Smith","Joseph Conley",58680.06,1
"Group Smith","Mary Grant",52370.00,2
"Group Smith","Michael Carter",49817.11,3
"Group Snow","Angela Franco",9055.77,1
"Group Snyder","Savannah Grant",75404.62,1
"Group Snyder","Lisa Hurst",15739.45,2
"Group Snyder","April Berry",12600.88,3
"Group Solis","David Cuevas",50650.70,1
"Group Solomon","William Morgan",19317.82,1
"Group Soto","Jacqueline Chavez",33822.16,1
"Group Soto","Luis Ryan",24190.00,2
"Group Sparks","Jasmine Jimenez",11425.89,1
"Group Stafford","Kristy Ross",16079.67,1
"Group Stanley","Joshua Nguyen",27736.47,1
"Group Stanley","Christina Jackson",27363.44,2
"Group Stein","Maria Morales",21169.11,1
"Group Stein","Scott Burton",3925.84,2
"Group Stevenson","Brian Bailey",44388.55,1
"Group Stevenson","Jacqueline Walters",7359.46,2
"Group Stewart","Rhonda Adams",48102.96,1
"Group Stewart","Heather Chapman",38923.69,2
"Group Stewart","Tara Hanson",37484.88,3
"Group Stokes","Ashley Lester",48058.53,1
"Group Stokes","Robert Gonzales",44487.16,2
"Group Stokes","Destiny Wong",36525.56,3
"Group Stout","Jennifer Ramirez",17416.21,1
"Group Strickland","Bradley Martin",33402.19,1
"Group Strong","Matthew Smith",21644.80,1
"Group Stuart","Doris Nichols",51039.94,1
"Group Stuart","Kayla Meza",40513.96,2
"Group Sullivan","David Armstrong",47574.42,1
"Group Sullivan","Troy Taylor",46114.42,2
"Group Sullivan","Heather Brown",37237.20,3
"Group Summers","Craig Delgado",37846.35,1
"Group Sutton","Dustin Gordon",17475.36,1
"Group Swanson","Jeff Thompson",31070.10,1
"Group Tanner","Christopher Richardson DDS",12968.89,1
"Group Taylor","Jeffrey Fields",41977.92,1
"Group Taylor","Mark Martinez",40934.91,2
"Group Taylor","Walter Williams",34074.14,3
"Group Thomas","Stephen Wilson",49169.36,1
"Group Thomas","Robert Williams",38057.58,2
"Group Thompson","Mr. Jason Little",38840.35,1
"Group Thompson","Christopher Bates",36204.73,2
"Group Thompson","David Marshall",31491.61,3
"Group Thornton","Cindy Gibson",28070.47,1
"Group Torres","Christina Hall",41834.63,1
"Group Torres","Matthew Warren",30063.93,2
"Group Torres","Lisa Pratt",21044.16,3
"Group Tran","Crystal Zamora",39234.28,1
"Group Tran","Gregory Friedman",6683.13,2
"Group Turner","Sherry Durham",48301.35,1
"Group Turner","James Osborn",9856.06,2
"Group Turner","James Jones",9402.82,3
"Group Tyler","Ann Kemp",17259.61,1
"Group Underwood","Travis Whitaker",65770.16,1
"Group Valdez","Mrs. Rebecca Blair",22869.60,1
"Group Valdez","James Brown",17031.89,2
"Group Valdez","Ian Rhodes",4528.80,3
"Group Valencia","Kathryn Adams",2301.72,1
"Group Valenzuela","Martin Anderson",9363.70,1
"Group Vance","Jeffrey Garrett",30920.14,1
"Group Vang","Aaron Jones",39259.30,1
"Group Vasquez","Kimberly Johnson",30461.31,1
"Group Vasquez","Jessica Young",27416.84,2
"Group Vazquez","Dawn Moore",34730.24,1
"Group Vazquez","Scott Thompson",1107.80,2
"Group Velasquez","Dr. Jennifer Stark",50444.66,1
"Group Velasquez","James Hamilton",1793.24,2
"Group Velazquez","Aimee Johnson",24366.82,1
"Group Velez","Debra Fisher",47452.04,1
"Group Velez","Troy Sandoval",6993.27,2
"Group Velez","Kimberly Ramirez",5326.27,3
"Group Villa","Rachel Horn",39747.78,1
"Group Vincent","Joy Edwards",4983.09,1
"Group Wade","Rachel Barker",15212.94,1
"Group Wagner","Kim Smith",96774.82,1
"Group Wagner","Robert Bryant",46083.07,2
"Group Wagner","Christina Gallagher",3156.49,3
"Group Walker","Ryan Nguyen",58709.76,1
"Group Walker","Melissa Gonzales",48238.23,2
"Group Walker","Tanya Long",38158.27,3
"Group Wallace","Brenda Huynh",40814.21,1
"Group Wallace","Edward Warren",31397.58,2
"Group Wallace","Omar Oconnell",15548.08,3
"Group Walter","Samantha Roman",46153.54,1
"Group Walters","Curtis Terry",40375.40,1
"Group Ward","David Wilson",49649.95,1
"Group Ward","Mr. Kenneth Bowen",49501.67,2
"Group Ward","Ryan Nguyen",41959.71,3
"Group Warner","Amy Martin",47928.26,1
"Group Warner","Mrs. Monique Andersen",19706.64,2
"Group Warren","Thomas Liu",37972.33,1
"Group Washington","Colleen Summers",49403.97,1
"Group Washington","Sylvia Lopez",40122.61,2
"Group Washington","Kevin Woods",27247.04,3
"Group Waters","Kara Pearson",38225.66,1
"Group Watkins","Jeremy Cannon",36791.93,1
"Group Watson","Sara Garcia",51037.37,1
"Group Watson","Jason Bullock",42384.88,2
"Group Watson","Kim Heath",3493.28,3
"Group Weaver","Frank Jones",28685.71,1
"Group Weaver","James Fox",24170.97,2
"Group Weaver","Vincent Torres",23865.38,3
"Group Webb","Gregory Shaw",45846.56,1
"Group Webb","David Bennett",45381.50,2
"Group Webb","Jose Webb",44303.66,3
"Group Weber","Elizabeth Bernard",45587.75,1
"Group Weeks","Michael Cross",24393.13,1
"Group West","Kimberly Santos",30525.32,1
"Group Wheeler","Diamond Reynolds",4324.66,1
"Group White","Terry Moreno",45106.99,1
"Group White","Barbara Molina",35142.44,2
"Group White","David Holt",30097.39,3
"Group Whitney","Heather Anderson",1855.17,1
"Group Wiggins","Paul Ray",37893.24,1
"Group Wilkinson","Anne Jones",20973.90,1
"Group Williams","Carrie Madden",93008.12,1
"Group Williams","Jeffrey Gutierrez",49914.30,2
"Group Williams","Peter Clark",34798.71,3
"Group Williamson","Jamie Edwards",64217.30,1
"Group Willis","Kim Daniels",43897.90,1
"Group Willis","Nancy Robinson",23901.90,2
"Group Wilson","Robert Schneider",83234.44,1
"Group Wilson","Sean Hodges",48823.59,2
"Group Wilson","Melinda King",48680.15,3
"Group Winters","Amy Cross",41180.69,1
"Group Winters","Steven Vega",16506.16,2
"Group Wise","Jeanette Weaver",40876.73,1
"Group Wong","Katherine Carter",1039.83,1
"Group Wood","Patricia Bailey",57126.48,1
"Group Wood","Renee Collins",49655.06,2
"Group Wood","Jennifer Vega",12425.80,3
"Group Woods","Deborah Smith",17674.98,1
"Group Woodward","Justin Manning",46282.20,1
"Group Wright","Micheal Foley",46721.06,1
"Group Wright","Emily Hall",39339.97,2
"Group Wright","Eduardo Romero",36265.06,3
"Group Yang","Kayla Gentry",16488.26,1
"Group Yates","Joseph Stevens",43364.98,1
"Group Yates","Mary Huber",41891.21,2
"Group Yates","Scott Cox",33339.71,3
"Group Yoder","Brandi Foster",76366.16,1
"Group Young","Amy Contreras",80501.34,1
"Group Young","Mitchell Franklin",73113.02,2
"Group Young","James King",41714.10,3
"Group Yu","Christopher Cooper",26597.49,1
"Group Zamora","Tommy Mitchell",26749.29,1
"Group Zimmerman","Spencer Rodriguez",44286.96,1
"Group Zuniga","Brett Clarke",78709.10,1
"Group Zuniga","Amy Rollins",19623.94,2
"Guerra and Escobar Schultz,","Brian Ruiz",12235.22,1
"Guerra Obrien and Bentley,","Zachary Conner",45913.15,1
Guerra-Clark,"Robert Johnson",37488.06,1
Guerra-Lozano,"Jennifer Shaw",829.49,1
Guerra-Murphy,"Douglas Robbins",37006.41,1
Guerra-Perry,"John Moore",23315.91,1
Guerra-Wheeler,"Michelle Molina",45850.50,1
Guerra-White,"Sarah Anderson",23774.75,1
"Guerrero Carter Smith, and","Sharon Garcia",47940.58,1
"Guerrero Group","Matthew Lopez",34020.25,1
"Guerrero Jones, Powell and","Nancy Harrell",9899.87,1
"Guerrero LLC","Cindy Cooper",19205.65,1
"Guerrero Miller and Benitez,","Jorge Smith",31019.47,1
"Guerrero Perez and Miller,","John Campbell",14908.38,1
"Guerrero Roth, Tucker and","Maria Walters",12790.83,1
"Guerrero Ward Lopez, and","Peter Kelley V",3112.98,1
Guerrero-Aguirre,"Jesse Davis",7419.70,1
Guerrero-Boone,"Brandy Mitchell",5767.01,1
Guerrero-Boyd,"Shelby Ramirez",27304.97,1
Guerrero-Cooper,"Robin Jenkins",11024.57,1
Guerrero-Hall,"Tamara Moore",30707.62,1
Guerrero-Ibarra,"Peter Fowler",7643.79,1
Guerrero-Johnson,"Michelle Moore",4664.84,1
Guerrero-Jones,"Scott Lyons",40843.93,1
Guerrero-Jordan,"Michele Alvarez",8042.61,1
Guerrero-Krause,"Kevin Daniels",1171.44,1
Guerrero-Moore,"Michael Lee",40798.60,1
Guerrero-Prince,"Mark Sandoval",47273.82,1
Guerrero-Salazar,"Christine Rojas",25326.14,1
Guerrero-Simon,"Misty Bennett",25120.98,1
Guerrero-Smith,"Jennifer Smith MD",43924.63,1
Guerrero-Sullivan,"Kimberly Richmond",5799.28,1
"Guerrero, and Campbell Conrad","Leslie Johnson",9515.87,1
"Guerrero, and Chan Wright","Christopher Espinoza",32253.46,1
"Gutierrez and Sons","Katherine Harris",41136.27,1
"Gutierrez and Sons","Brandy Adkins",2374.96,2
"Gutierrez and Williamson Schmitt,","Kathy Smith",8401.68,1
"Gutierrez Bush and Christensen,","Robin Green MD",25154.39,1
"Gutierrez Douglas, Conley and","Jessica Hernandez",20158.75,1
"Gutierrez Farmer Leblanc, and","Terri Ferguson",20035.51,1
"Gutierrez Fuentes Adams, and","Richard Williams",22884.58,1
"Gutierrez Garcia and Garcia,","Paul Moses",33471.86,1
"Gutierrez Group","Tina Wiley",23777.44,1
"Gutierrez Group","Justin Anderson",12831.42,2
"Gutierrez Hall, Cruz and","Theresa Bowers",31612.60,1
"Gutierrez Inc","Emma Costa",42291.40,1
"Gutierrez Inc","Derrick Klein",26812.86,2
"Gutierrez Inc","Curtis Hanson",24571.03,3
"Gutierrez King and Sullivan,","Kelly Gilbert",14213.56,1
"Gutierrez LLC","Richard Hanson",10047.30,1
"Gutierrez LLC","Joshua Johnson",6026.66,2
"Gutierrez Lopez Bennett, and","Ethan May",19243.21,1
"Gutierrez Navarro, Roman and","Amy Farmer",37905.48,1
"Gutierrez Obrien and Hill,","Sherry Oneal",46075.49,1
"Gutierrez PLC","Faith Hughes",42062.26,1
"Gutierrez PLC","Elizabeth Hall",22715.01,2
"Gutierrez PLC","Crystal Johnson",6885.95,3
"Gutierrez Valentine, and Harmon","Cheryl Mitchell",30667.87,1
"Gutierrez Vargas, and Snyder","Glen Soto",38737.72,1
"Gutierrez Watts, Fletcher and","Samantha Turner",23506.26,1
"Gutierrez Wolf, and Hopkins","Jenny Lee",29706.11,1
Gutierrez-Arroyo,"Samantha Neal",2818.77,1
Gutierrez-Black,"Taylor May",25600.49,1
Gutierrez-Bray,"Brittany Beard",52685.44,1
Gutierrez-Campos,"Karen Knox",47415.46,1
Gutierrez-Frost,"Madeline Chandler",36283.86,1
Gutierrez-Gonzales,"Justin Reeves",11954.98,1
Gutierrez-Gonzalez,"Samantha Brown",30056.47,1
Gutierrez-Gutierrez,"Stephen Shaw",41691.44,1
Gutierrez-Haynes,"Christopher Blevins",22248.89,1
Gutierrez-Johnson,"Rebecca Nguyen",26652.47,1
Gutierrez-Juarez,"John Blair",46087.38,1
Gutierrez-Long,"Rebecca Young",28455.05,1
Gutierrez-Lopez,"Kristine Brandt",36342.33,1
Gutierrez-Macias,"Justin Clark",47745.40,1
Gutierrez-Marks,"Edward Combs",40828.57,1
Gutierrez-Mcdaniel,"Clayton Murphy",46291.42,1
Gutierrez-Medina,"Robert Jordan",9995.72,1
Gutierrez-Meyer,"Mary Carter",52499.22,1
Gutierrez-Mills,"Eric Hopkins",49891.83,1
Gutierrez-Peterson,"Jessica Lewis",25767.37,1
Gutierrez-Rasmussen,"Elizabeth Schroeder",16895.70,1
Gutierrez-Reese,"Sharon Brady",37177.87,1
Gutierrez-Roberts,"Shannon Harris",28194.16,1
Gutierrez-Rodriguez,"Stephen Bailey",11379.75,1
Gutierrez-Smith,"Deborah Cole",46946.88,1
Gutierrez-Solis,"Mr. Jeffery Smith",4673.33,1
Gutierrez-Turner,"Adam Horne",29595.77,1
Gutierrez-Webster,"Melissa Mendoza",22601.57,1
"Gutierrez, and Powers Chapman","Adam Dawson",22645.63,1
"Gutierrez, and Simpson Brown","Tammy Wallace",93046.56,1
"Gutierrez, Cook Fritz and","Julie Mcdonald",44396.19,1
"Gutierrez, Gonzalez Fields and","Jessica Perez",12931.96,1
"Gutierrez, Martinez and Johnson","Jeremy Wells",15675.03,1
"Gutierrez, Massey Chaney and","Tammy Sosa",42840.44,1
"Gutierrez, Mosley Wilson and","Matthew Harris",48802.58,1
"Gutierrez, Powell and Nelson","Susan Cummings",21918.31,1
"Gutierrez, Rios White and","Jason Bartlett",38987.17,1
"Gutierrez, Taylor and Mason","Dale Lang",9539.26,1
"Gutierrez, Wilson and Waters","Lindsey Anderson",35765.14,1
"Guzman and Brown King,","Willie Haley",27753.37,1
"Guzman and Young Allison,","Casey Pugh",15597.95,1
"Guzman Cherry, Miller and","Cheryl Lewis",20708.75,1
"Guzman Group","Nicholas Wilkinson",33006.75,1
"Guzman Group","Mrs. Sheila Clark",24931.42,2
"Guzman Inc","Elizabeth Taylor",7946.48,1
"Guzman Inc","Brandi Wells",1831.82,2
"Guzman Jones and Graves,","Cody Smith",35142.46,1
"Guzman LLC","Michael Bernard",25246.03,1
"Guzman LLC","Stephanie Barnett",18771.01,2
"Guzman Ltd","Jeffrey Morales",49321.89,1
"Guzman Ltd","Carlos Ramos",34402.32,2
"Guzman PLC","Shawn Santiago",31230.71,1
"Guzman PLC","Dr. David Gonzalez DVM",11137.30,2
"Guzman PLC","Jonathan Taylor",9753.08,3
"Guzman Smith and Price,","Jacob Walker",92116.26,1
"Guzman Smith, Smith and","Joseph Huang",24251.99,1
Guzman-Brown,"Justin Diaz",49131.90,1
Guzman-Buckley,"Andrew Williams",15141.43,1
Guzman-Carlson,"Crystal Chavez",9585.95,1
Guzman-Daniels,"Courtney Johnson",38804.18,1
Guzman-Davidson,"Louis Ortiz",8129.77,1
Guzman-Dunn,"Robert Leonard",40242.66,1
Guzman-Gomez,"Kyle Lin",24260.51,1
Guzman-Griffin,"Brian Friedman",15845.21,1
Guzman-Norton,"Adriana Bryant",11185.69,1
Guzman-Oneill,"Nicole Santana",42671.37,1
Guzman-Parrish,"Curtis Burke",42748.46,1
Guzman-Stanton,"Melissa Jensen",13536.32,1
Guzman-Vega,"Matthew Steele",3202.42,1
Guzman-Whitaker,"Robert Wilkerson",22655.36,1
Guzman-White,"Daniel Morris",36665.86,1
Guzman-Williams,"Brian Chavez",44852.44,1
Guzman-Wolfe,"Beverly Lewis",49755.90,1
Guzman-Young,"Christine Romero",46553.21,1
"Guzman, and Krause Gray","Patrick Johnson",29194.69,1
"Guzman, and Wall Wall","Christopher Simpson",45306.32,1
"Guzman, Schneider Price and","Travis Mitchell",45832.38,1
"Haas and Ho Riley,","Derrick Morrison",26186.50,1
"Haas and Sons","Shannon Dawson",50566.36,1
"Haas Barber Hoffman, and","Harry Lucas",21403.03,1
"Haas Inc","Julie Johnson",35775.82,1
"Haas Jenkins Perry, and","Kaitlyn Cook",4689.37,1
"Haas Ltd","Adam Lucas",28138.30,1
"Haas Ltd","David Hardin",3163.79,2
"Haas Thomas and Payne,","Melvin Bowman",47038.05,1
Haas-Garner,"Jose Maldonado",10467.65,1
Haas-Holmes,"Brian Jones",7557.84,1
Haas-Jimenez,"Michael Brooks",49255.90,1
Haas-Lopez,"Misty Walker",4206.62,1
Haas-Mata,"Erin Rivera",24089.24,1
Haas-Pollard,"Joan Singleton",2870.73,1
Haas-Shaw,"Lauren Bell",50390.03,1
"Haas, Barr and Russell","Mary Greer",41632.89,1
"Hahn Gonzalez, Smith and","Deborah Long",38098.40,1
"Hahn Inc","Elizabeth Mullins",16826.00,1
"Hahn LLC","Katelyn Smith",40693.89,1
"Hahn PLC","Jennifer Ross",32643.61,1
"Hahn Simpson, Young and","Mrs. Norma Charles",15345.55,1
Hahn-Rollins,"Lisa Burns",4288.82,1
Hahn-Roy,"Nathan Fields",25631.02,1
Hahn-Wilson,"Kenneth Watson",21429.67,1
"Hale and Barry, Smith","Patricia Jackson",30144.61,1
"Hale and Martinez Thomas,","Matthew Newman",28362.30,1
"Hale and Robinson Hudson,","Mark Andersen",92124.62,1
"Hale Garcia and Smith,","Benjamin Palmer",24885.25,1
"Hale Garner, Schultz and","Adrienne Rodriguez",14917.96,1
"Hale LLC","Elizabeth Romero",67029.58,1
"Hale Meyer, Smith and","Nicole George",18798.87,1
"Hale Nelson, and Stevens","Linda Garrett",23194.01,1
"Hale PLC","Jessica Phillips",43598.38,1
"Hale PLC","Elizabeth Mcdonald",38871.70,2
Hale-Anderson,"Patrick Gonzalez",79984.78,1
Hale-Ayers,"Michael Keller",13616.78,1
Hale-Barrett,"Robert Salazar",26902.00,1
Hale-Brown,"Cassandra Patton",10812.58,1
Hale-Franklin,"Kathy Scott",89936.34,1
Hale-Hines,"James Gross",38836.62,1
Hale-Johnson,"Jeff Paul",37300.43,1
Hale-Livingston,"Michelle Serrano",31287.04,1
Hale-Mullins,"Christopher Allen",14115.57,1
Hale-Perry,"Amy Greer",2142.96,1
Hale-Sherman,"Paige Murphy",17798.15,1
Hale-Vega,"Traci Carter",49976.01,1
"Hale, and Jones Perez","Ashley Cox",45930.81,1
"Hale, and Owens Reed","Meredith Humphrey",54986.20,1
"Hale, Jones and Hogan","Alicia Allen",22694.09,1
"Hale, Lowe Gates and","Kathy Castro",2519.52,1
"Haley Bates Curtis, and","Shari Allen",44409.11,1
"Haley Davis and Morris,","Nancy Long",26205.26,1
"Haley Inc","Mr. Benjamin Smith",9197.57,1
"Haley Inc","Taylor Cole",3347.41,2
"Haley LLC","Rebecca Simmons",22360.27,1
"Haley Orozco, Mcpherson and","Susan Hall",36338.95,1
